measure_id,measure_name,location_id,location_name,cause_id,cause_name,metric_id,metric_name,year,Death Rate,upper,lower
1,Deaths,44639,Middle SDI,956,Respiratory infections and tuberculosis,3,Rate,2000,71.53662153,75.07479793,67.24711168
1,Deaths,44639,Middle SDI,957,Enteric infections,3,Rate,2000,24.87152522,33.048396,17.27729279
1,Deaths,44639,Middle SDI,961,Other infectious diseases,3,Rate,2000,11.42877616,13.63136622,9.780075823
1,Deaths,44639,Middle SDI,962,Maternal and neonatal disorders,3,Rate,2000,33.28797629,35.39672408,31.33539503
1,Deaths,44639,Middle SDI,973,Substance use disorders,3,Rate,2000,3.086316718,3.283151396,2.714324764
1,Deaths,44639,Middle SDI,974,Diabetes and kidney diseases,3,Rate,2000,43.43717787,45.47276988,41.0625002
1,Deaths,102,United States of America,717,Self-harm and interpersonal violence,3,Rate,2005,18.02396607,18.18791669,17.83888232
1,Deaths,44635,High SDI,508,Chronic respiratory diseases,3,Rate,2021,24.25664364,25.68166981,21.54136205
1,Deaths,44639,Middle SDI,696,Unintentional injuries,3,Rate,2021,21.05819193,23.35178013,17.68367326
1,Deaths,44639,Middle SDI,386,Nutritional deficiencies,3,Rate,2007,4.563435964,4.816524958,4.190443171
1,Deaths,102,United States of America,508,Chronic respiratory diseases,3,Rate,2004,38.42303681,40.18444881,34.82502894
1,Deaths,102,United States of America,653,Skin and subcutaneous diseases,3,Rate,2004,1.253447695,1.323837519,1.129206465
1,Deaths,102,United States of America,688,Transport injuries,3,Rate,2004,16.44610201,16.65579084,16.16522612
1,Deaths,102,United States of America,688,Transport injuries,3,Rate,1998,16.93005864,17.1184291,16.65006982
1,Deaths,102,United States of America,688,Transport injuries,3,Rate,2003,16.80047877,17.00014867,16.52986432
1,Deaths,102,United States of America,386,Nutritional deficiencies,3,Rate,1996,0.785665109,0.840662232,0.683725986
1,Deaths,102,United States of America,410,Neoplasms,3,Rate,1996,166.5133128,171.4313368,156.6351133
1,Deaths,102,United States of America,717,Self-harm and interpersonal violence,3,Rate,2003,17.73189309,17.87887984,17.54325636
1,Deaths,44634,High-middle SDI,491,Cardiovascular diseases,3,Rate,2005,408.2357004,422.86548,382.3511175
1,Deaths,44634,High-middle SDI,491,Cardiovascular diseases,3,Rate,2008,364.2460162,379.7633527,338.3410911
1,Deaths,102,United States of America,526,Digestive diseases,3,Rate,2007,23.57774029,24.46721997,21.8124691
1,Deaths,102,United States of America,696,Unintentional injuries,3,Rate,2007,13.82747087,14.36572655,12.78491445
1,Deaths,102,United States of America,508,Chronic respiratory diseases,3,Rate,2007,38.41846697,40.32613163,34.51126592
1,Deaths,102,United States of America,653,Skin and subcutaneous diseases,3,Rate,2007,1.198018134,1.267570037,1.082900035
1,Deaths,44634,High-middle SDI,410,Neoplasms,3,Rate,2006,156.9715955,163.5443709,148.1781976
1,Deaths,102,United States of America,626,Musculoskeletal disorders,3,Rate,1996,2.224256952,2.310987686,2.063111911
1,Deaths,102,United States of America,640,Other non-communicable diseases,3,Rate,1996,14.75119657,15.13236098,14.08973267
1,Deaths,102,United States of America,542,Neurological disorders,3,Rate,1996,37.93685919,84.53645199,16.18309461
1,Deaths,102,United States of America,558,Mental disorders,3,Rate,1996,0.010056006,0.011124449,0.008785813
1,Deaths,102,United States of America,688,Transport injuries,3,Rate,2005,16.45431374,16.67080338,16.18049932
1,Deaths,44634,High-middle SDI,410,Neoplasms,3,Rate,2007,154.1648271,161.7222435,145.6614826
1,Deaths,102,United States of America,955,HIV/AIDS and sexually transmitted infections,3,Rate,1996,10.42142552,10.43677093,10.40542601
1,Deaths,102,United States of America,956,Respiratory infections and tuberculosis,3,Rate,1996,21.2165782,22.50982893,18.82448884
1,Deaths,102,United States of America,957,Enteric infections,3,Rate,1996,0.433208323,0.456743509,0.397832516
1,Deaths,102,United States of America,961,Other infectious diseases,3,Rate,1996,2.086213235,2.127848297,2.018697144
1,Deaths,102,United States of America,962,Maternal and neonatal disorders,3,Rate,1996,7.696968668,7.867029014,7.509432039
1,Deaths,102,United States of America,973,Substance use disorders,3,Rate,1996,5.528167679,5.6983463,5.376580323
1,Deaths,102,United States of America,974,Diabetes and kidney diseases,3,Rate,1996,27.11403617,28.21366324,24.80915605
1,Deaths,44634,High-middle SDI,955,HIV/AIDS and sexually transmitted infections,3,Rate,1998,2.297168302,2.653171542,2.077116881
1,Deaths,44634,High-middle SDI,956,Respiratory infections and tuberculosis,3,Rate,1998,34.72037449,36.50464633,32.63467459
1,Deaths,44634,High-middle SDI,957,Enteric infections,3,Rate,1998,3.529453361,4.284044985,2.819649699
1,Deaths,102,United States of America,508,Chronic respiratory diseases,3,Rate,2000,39.05198282,40.7078386,35.66495539
1,Deaths,102,United States of America,653,Skin and subcutaneous diseases,3,Rate,2000,1.100449458,1.158231269,0.987896529
1,Deaths,44634,High-middle SDI,491,Cardiovascular diseases,3,Rate,2006,383.2035453,397.1756123,357.31402
1,Deaths,102,United States of America,526,Digestive diseases,3,Rate,2004,23.8420027,24.75507639,22.15546183
1,Deaths,102,United States of America,696,Unintentional injuries,3,Rate,2004,13.32294923,13.82236886,12.34926238
1,Deaths,102,United States of America,717,Self-harm and interpersonal violence,3,Rate,2004,17.78427368,17.95142226,17.58991378
1,Deaths,44634,High-middle SDI,491,Cardiovascular diseases,3,Rate,2007,370.5862534,385.3650357,345.6042597
1,Deaths,44634,High-middle SDI,955,HIV/AIDS and sexually transmitted infections,3,Rate,1999,2.445843747,2.814638551,2.219791804
1,Deaths,44634,High-middle SDI,956,Respiratory infections and tuberculosis,3,Rate,1999,34.76515264,36.51078557,32.89629529
1,Deaths,44634,High-middle SDI,957,Enteric infections,3,Rate,1999,3.329002266,4.057128748,2.669081056
1,Deaths,44634,High-middle SDI,955,HIV/AIDS and sexually transmitted infections,3,Rate,2003,2.594343942,2.924240198,2.371227087
1,Deaths,44634,High-middle SDI,956,Respiratory infections and tuberculosis,3,Rate,2003,31.30149819,32.96284472,29.30922075
1,Deaths,44634,High-middle SDI,957,Enteric infections,3,Rate,2003,2.510304491,3.086594416,1.985326827
1,Deaths,44634,High-middle SDI,410,Neoplasms,3,Rate,2008,153.1767326,160.3834299,144.7040295
1,Deaths,102,United States of America,526,Digestive diseases,3,Rate,2008,23.5871568,24.48517633,21.79787005
1,Deaths,102,United States of America,696,Unintentional injuries,3,Rate,2008,13.73610692,14.29289242,12.65467492
1,Deaths,102,United States of America,344,Neglected tropical diseases and malaria,3,Rate,2010,0.061655088,0.065283037,0.056696873
1,Deaths,44634,High-middle SDI,344,Neglected tropical diseases and malaria,3,Rate,1996,0.531180126,1.136040043,0.410036576
1,Deaths,44634,High-middle SDI,626,Musculoskeletal disorders,3,Rate,1997,1.247663092,1.355858045,1.132927193
1,Deaths,44634,High-middle SDI,640,Other non-communicable diseases,3,Rate,1997,18.76061427,20.48896434,16.67371284
1,Deaths,44634,High-middle SDI,653,Skin and subcutaneous diseases,3,Rate,1997,0.921113366,0.983696722,0.842273833
1,Deaths,44634,High-middle SDI,386,Nutritional deficiencies,3,Rate,1996,1.724502985,1.853160243,1.596736098
1,Deaths,44634,High-middle SDI,526,Digestive diseases,3,Rate,1996,33.57208677,35.24180478,31.86672474
1,Deaths,44634,High-middle SDI,508,Chronic respiratory diseases,3,Rate,1996,81.58477837,87.1417542,73.96836837
1,Deaths,44634,High-middle SDI,542,Neurological disorders,3,Rate,1996,33.94769621,76.63951312,14.57095119
1,Deaths,44634,High-middle SDI,558,Mental disorders,3,Rate,1996,0.002504484,0.002838908,0.002046694
1,Deaths,44634,High-middle SDI,688,Transport injuries,3,Rate,1996,19.89487527,20.71001587,19.14526751
1,Deaths,44634,High-middle SDI,696,Unintentional injuries,3,Rate,1996,34.43825314,35.95029487,33.221279
1,Deaths,44634,High-middle SDI,626,Musculoskeletal disorders,3,Rate,1999,1.150279612,1.243111344,1.05646574
1,Deaths,44634,High-middle SDI,640,Other non-communicable diseases,3,Rate,1999,17.92942024,19.30583853,16.25443011
1,Deaths,44634,High-middle SDI,653,Skin and subcutaneous diseases,3,Rate,1999,0.995088327,1.05867368,0.907902474
1,Deaths,44634,High-middle SDI,717,Self-harm and interpersonal violence,3,Rate,1996,27.35619848,28.17328079,25.54824491
1,Deaths,102,United States of America,491,Cardiovascular diseases,3,Rate,2009,166.1486084,175.7245506,146.1838419
1,Deaths,44635,High SDI,344,Neglected tropical diseases and malaria,3,Rate,1996,0.057843812,0.082442251,0.049655156
1,Deaths,102,United States of America,508,Chronic respiratory diseases,3,Rate,2008,39.43391291,41.45478718,35.31686521
1,Deaths,102,United States of America,653,Skin and subcutaneous diseases,3,Rate,2008,1.190662585,1.256655372,1.072042427
1,Deaths,44635,High SDI,508,Chronic respiratory diseases,3,Rate,1996,30.95031506,32.05762715,28.5771702
1,Deaths,44635,High SDI,491,Cardiovascular diseases,3,Rate,1996,239.6257817,250.0576665,217.0051829
1,Deaths,44635,High SDI,626,Musculoskeletal disorders,3,Rate,1996,1.896868294,1.963905737,1.758264864
1,Deaths,44635,High SDI,640,Other non-communicable diseases,3,Rate,1996,12.91327721,13.31806969,12.34846642
1,Deaths,102,United States of America,386,Nutritional deficiencies,3,Rate,2002,0.881649748,0.943042351,0.764880859
1,Deaths,44635,High SDI,526,Digestive diseases,3,Rate,1996,26.79692825,27.66548579,25.18248076
1,Deaths,44635,High SDI,696,Unintentional injuries,3,Rate,1996,16.74598038,17.25054848,15.79782855
1,Deaths,102,United States of America,410,Neoplasms,3,Rate,2002,157.592836,162.3154878,147.4674982
1,Deaths,44639,Middle SDI,410,Neoplasms,3,Rate,2001,128.6718048,135.0638884,121.441789
1,Deaths,44639,Middle SDI,558,Mental disorders,3,Rate,2001,0.000688052,0.000948977,0.000526482
1,Deaths,44639,Middle SDI,344,Neglected tropical diseases and malaria,3,Rate,1996,6.038855633,10.28248,3.799882322
1,Deaths,44635,High SDI,653,Skin and subcutaneous diseases,3,Rate,1996,0.977766083,1.034265327,0.874697046
1,Deaths,44635,High SDI,688,Transport injuries,3,Rate,1996,15.98328696,16.28047806,15.67203695
1,Deaths,102,United States of America,542,Neurological disorders,3,Rate,2002,39.02340116,85.36275079,17.29802116
1,Deaths,102,United States of America,558,Mental disorders,3,Rate,2002,0.012523594,0.013689331,0.010876252
1,Deaths,102,United States of America,626,Musculoskeletal disorders,3,Rate,2002,2.631157138,2.755845121,2.40816747
1,Deaths,102,United States of America,640,Other non-communicable diseases,3,Rate,2002,16.17961751,16.64960979,15.25427815
1,Deaths,44639,Middle SDI,526,Digestive diseases,3,Rate,1996,45.90474855,50.77932853,42.05272644
1,Deaths,102,United States of America,526,Digestive diseases,3,Rate,1998,23.29566714,24.15922136,21.7524583
1,Deaths,102,United States of America,696,Unintentional injuries,3,Rate,1998,12.8479218,13.2641421,12.01442326
1,Deaths,44635,High SDI,973,Substance use disorders,3,Rate,1996,4.509688804,4.581704897,4.438466386
1,Deaths,44635,High SDI,974,Diabetes and kidney diseases,3,Rate,1996,22.76828311,23.65740878,20.92082461
1,Deaths,44639,Middle SDI,542,Neurological disorders,3,Rate,1996,31.15926457,72.39552862,13.32880589
1,Deaths,44639,Middle SDI,491,Cardiovascular diseases,3,Rate,1996,352.2749546,370.3144511,327.9264946
1,Deaths,44639,Middle SDI,717,Self-harm and interpersonal violence,3,Rate,1996,23.96803769,25.27853285,19.94358221
1,Deaths,102,United States of America,955,HIV/AIDS and sexually transmitted infections,3,Rate,2002,4.621724103,4.625631586,4.616906377
1,Deaths,102,United States of America,956,Respiratory infections and tuberculosis,3,Rate,2002,16.19572382,17.2295236,14.24644044
1,Deaths,102,United States of America,957,Enteric infections,3,Rate,2002,1.213036799,1.290226027,1.08071253
1,Deaths,102,United States of America,961,Other infectious diseases,3,Rate,2002,1.699945231,1.741955286,1.63037802
1,Deaths,102,United States of America,962,Maternal and neonatal disorders,3,Rate,2002,7.908466806,8.099318008,7.712677895
1,Deaths,102,United States of America,973,Substance use disorders,3,Rate,2002,8.344475278,8.626555215,8.07012192
1,Deaths,102,United States of America,974,Diabetes and kidney diseases,3,Rate,2002,32.55602136,33.94829153,29.70995677
1,Deaths,102,United States of America,491,Cardiovascular diseases,3,Rate,2010,160.7637362,170.3738498,141.2304837
1,Deaths,44639,Middle SDI,508,Chronic respiratory diseases,3,Rate,1996,127.1471251,135.3884451,115.3885622
1,Deaths,44639,Middle SDI,653,Skin and subcutaneous diseases,3,Rate,1996,1.535680146,1.711299444,1.384180445
1,Deaths,44639,Middle SDI,688,Transport injuries,3,Rate,1996,25.67700278,26.76518717,24.68784147
1,Deaths,102,United States of America,717,Self-harm and interpersonal violence,3,Rate,2007,18.30421081,18.47129456,18.11060627
1,Deaths,44639,Middle SDI,696,Unintentional injuries,3,Rate,1996,35.44861788,37.3037469,32.58965173
1,Deaths,102,United States of America,688,Transport injuries,3,Rate,2007,15.3142973,15.52597877,15.04035607
1,Deaths,44634,High-middle SDI,955,HIV/AIDS and sexually transmitted infections,3,Rate,2001,2.53411385,2.881440596,2.310756517
1,Deaths,44634,High-middle SDI,956,Respiratory infections and tuberculosis,3,Rate,2001,32.63773205,34.25045471,30.91128087
1,Deaths,44634,High-middle SDI,957,Enteric infections,3,Rate,2001,2.864859153,3.481198635,2.272388188
1,Deaths,44634,High-middle SDI,955,HIV/AIDS and sexually transmitted infections,3,Rate,2005,2.832733001,3.147684207,2.612034416
1,Deaths,44634,High-middle SDI,956,Respiratory infections and tuberculosis,3,Rate,2005,29.26316759,30.86713002,27.58352428
1,Deaths,44634,High-middle SDI,957,Enteric infections,3,Rate,2005,2.208553594,2.703126588,1.727263227
1,Deaths,44634,High-middle SDI,491,Cardiovascular diseases,3,Rate,2009,352.5416393,367.0492771,328.9351566
1,Deaths,44639,Middle SDI,344,Neglected tropical diseases and malaria,3,Rate,2002,5.608952727,7.498555004,4.2924936
1,Deaths,44634,High-middle SDI,344,Neglected tropical diseases and malaria,3,Rate,2002,0.446907809,0.538978069,0.396426643
1,Deaths,44634,High-middle SDI,386,Nutritional deficiencies,3,Rate,2002,1.301034031,1.380038451,1.20425974
1,Deaths,44634,High-middle SDI,526,Digestive diseases,3,Rate,2002,31.58537217,32.94539823,30.28038553
1,Deaths,102,United States of America,717,Self-harm and interpersonal violence,3,Rate,2008,18.07736641,18.24638536,17.87179785
1,Deaths,44639,Middle SDI,491,Cardiovascular diseases,3,Rate,2002,334.2022863,349.9705837,313.6497483
1,Deaths,44639,Middle SDI,526,Digestive diseases,3,Rate,2002,40.99792727,43.71777733,38.60998595
1,Deaths,102,United States of America,688,Transport injuries,3,Rate,2008,14.0311759,14.24005653,13.7797406
1,Deaths,44634,High-middle SDI,508,Chronic respiratory diseases,3,Rate,2002,71.79782696,76.54682594,65.97478599
1,Deaths,44639,Middle SDI,542,Neurological disorders,3,Rate,2002,30.95244133,71.48539923,13.0095829
1,Deaths,44639,Middle SDI,508,Chronic respiratory diseases,3,Rate,2002,108.0610732,114.5210462,99.05663503
1,Deaths,44639,Middle SDI,653,Skin and subcutaneous diseases,3,Rate,2002,1.534145437,1.65276907,1.41375083
1,Deaths,44639,Middle SDI,688,Transport injuries,3,Rate,2002,25.16923931,26.18111128,24.26971478
1,Deaths,44634,High-middle SDI,688,Transport injuries,3,Rate,2002,20.86951297,21.73491562,20.079556
1,Deaths,44634,High-middle SDI,696,Unintentional injuries,3,Rate,2002,31.83009316,32.91929261,30.52660737
1,Deaths,44639,Middle SDI,696,Unintentional injuries,3,Rate,2002,31.14595787,33.05594256,27.5859145
1,Deaths,44634,High-middle SDI,542,Neurological disorders,3,Rate,2002,34.10490113,77.39483246,14.55517676
1,Deaths,44634,High-middle SDI,558,Mental disorders,3,Rate,2002,0.002311145,0.002591586,0.001921515
1,Deaths,44639,Middle SDI,717,Self-harm and interpersonal violence,3,Rate,2002,22.19071953,23.15332774,19.2531098
1,Deaths,44635,High SDI,410,Neoplasms,3,Rate,1992,169.6240336,173.9323925,161.4497973
1,Deaths,44635,High SDI,491,Cardiovascular diseases,3,Rate,2002,200.4159987,210.2961244,180.390098
1,Deaths,44635,High SDI,626,Musculoskeletal disorders,3,Rate,2002,2.054794106,2.146464133,1.87793933
1,Deaths,44635,High SDI,640,Other non-communicable diseases,3,Rate,2002,12.3207911,12.68159528,11.69914004
1,Deaths,44634,High-middle SDI,717,Self-harm and interpersonal violence,3,Rate,2002,23.85140182,24.53281818,22.54254261
1,Deaths,44635,High SDI,653,Skin and subcutaneous diseases,3,Rate,2002,1.103300823,1.163588968,0.992207053
1,Deaths,44635,High SDI,688,Transport injuries,3,Rate,2002,13.77075387,13.98924857,13.53193796
1,Deaths,44635,High SDI,344,Neglected tropical diseases and malaria,3,Rate,2002,0.051330423,0.063322744,0.043818765
1,Deaths,44635,High SDI,973,Substance use disorders,3,Rate,2002,5.24796037,5.348082007,5.143314306
1,Deaths,44635,High SDI,974,Diabetes and kidney diseases,3,Rate,2002,24.89277086,26.02685696,22.6620753
1,Deaths,44635,High SDI,508,Chronic respiratory diseases,3,Rate,2002,29.44494687,30.68019035,26.92373199
1,Deaths,44639,Middle SDI,386,Nutritional deficiencies,3,Rate,2009,4.291111038,4.530502583,3.984081557
1,Deaths,44635,High SDI,526,Digestive diseases,3,Rate,2002,25.52699308,26.41086553,23.86603373
1,Deaths,44635,High SDI,696,Unintentional injuries,3,Rate,2002,15.2466407,15.76252005,14.30235831
1,Deaths,102,United States of America,410,Neoplasms,3,Rate,1993,170.511883,175.4619436,160.9753954
1,Deaths,102,United States of America,386,Nutritional deficiencies,3,Rate,1993,0.706963729,0.752679166,0.620546783
1,Deaths,102,United States of America,626,Musculoskeletal disorders,3,Rate,1993,2.069150175,2.144347945,1.931178881
1,Deaths,102,United States of America,640,Other non-communicable diseases,3,Rate,1993,15.53743088,15.93208969,14.85409534
1,Deaths,102,United States of America,542,Neurological disorders,3,Rate,1993,37.61726376,83.9546047,15.85574229
1,Deaths,102,United States of America,558,Mental disorders,3,Rate,1993,0.00830955,0.009147994,0.007327757
1,Deaths,44634,High-middle SDI,344,Neglected tropical diseases and malaria,3,Rate,1993,0.577486902,0.959383622,0.457866048
1,Deaths,44635,High SDI,386,Nutritional deficiencies,3,Rate,2003,0.726261834,0.778499821,0.634681211
1,Deaths,44635,High SDI,386,Nutritional deficiencies,3,Rate,1998,0.778855813,0.833187838,0.683355221
1,Deaths,44634,High-middle SDI,508,Chronic respiratory diseases,3,Rate,1993,85.79339685,92.70180629,77.42358572
1,Deaths,102,United States of America,386,Nutritional deficiencies,3,Rate,2020,1.962905881,2.129165477,1.65965128
1,Deaths,44634,High-middle SDI,386,Nutritional deficiencies,3,Rate,1993,1.912299405,2.075502081,1.749673355
1,Deaths,44634,High-middle SDI,526,Digestive diseases,3,Rate,1993,34.68435605,36.68778168,32.73403129
1,Deaths,102,United States of America,410,Neoplasms,3,Rate,2020,119.7834114,124.9936557,109.7762612
1,Deaths,44634,High-middle SDI,961,Other infectious diseases,3,Rate,1994,6.707307838,8.298686641,5.6508136
1,Deaths,44634,High-middle SDI,962,Maternal and neonatal disorders,3,Rate,1994,21.86304702,23.45421324,20.54464305
1,Deaths,44634,High-middle SDI,973,Substance use disorders,3,Rate,1994,10.25290209,10.48738892,10.01157998
1,Deaths,44634,High-middle SDI,974,Diabetes and kidney diseases,3,Rate,1994,24.8623557,26.40383048,23.19419027
1,Deaths,102,United States of America,955,HIV/AIDS and sexually transmitted infections,3,Rate,1993,13.51735493,13.55067889,13.48532535
1,Deaths,102,United States of America,956,Respiratory infections and tuberculosis,3,Rate,1993,21.62460448,22.87118596,19.23396928
1,Deaths,102,United States of America,957,Enteric infections,3,Rate,1993,0.37142223,0.392342584,0.341971496
1,Deaths,102,United States of America,961,Other infectious diseases,3,Rate,1993,2.158842258,2.202295151,2.095885459
1,Deaths,102,United States of America,962,Maternal and neonatal disorders,3,Rate,1993,8.680192624,8.905772173,8.473447903
1,Deaths,102,United States of America,973,Substance use disorders,3,Rate,1993,5.062857381,5.224877096,4.905176664
1,Deaths,102,United States of America,974,Diabetes and kidney diseases,3,Rate,1993,25.39298352,26.40297362,23.34295028
1,Deaths,102,United States of America,626,Musculoskeletal disorders,3,Rate,2020,1.5062463,1.608031816,1.353087211
1,Deaths,102,United States of America,640,Other non-communicable diseases,3,Rate,2020,16.19351587,16.86844446,15.0442219
1,Deaths,44634,High-middle SDI,688,Transport injuries,3,Rate,1993,21.58399611,22.61027085,20.61735247
1,Deaths,44634,High-middle SDI,696,Unintentional injuries,3,Rate,1993,35.7433309,37.44558744,34.2060971
1,Deaths,102,United States of America,542,Neurological disorders,3,Rate,2020,39.65216223,82.07780022,18.85161569
1,Deaths,102,United States of America,558,Mental disorders,3,Rate,2020,0.012580058,0.014292447,0.010714038
1,Deaths,44634,High-middle SDI,344,Neglected tropical diseases and malaria,3,Rate,2020,0.27892469,0.343118985,0.213210973
1,Deaths,44635,High SDI,386,Nutritional deficiencies,3,Rate,2005,0.662112262,0.709751784,0.575752198
1,Deaths,102,United States of America,491,Cardiovascular diseases,3,Rate,2011,158.5007997,168.0099468,139.317482
1,Deaths,44634,High-middle SDI,542,Neurological disorders,3,Rate,1993,33.84070375,77.01217784,14.5688363
1,Deaths,44634,High-middle SDI,558,Mental disorders,3,Rate,1993,0.002783677,0.003205222,0.002198657
1,Deaths,44634,High-middle SDI,386,Nutritional deficiencies,3,Rate,2020,0.828013092,0.903075684,0.727795983
1,Deaths,44634,High-middle SDI,526,Digestive diseases,3,Rate,2020,22.56321145,23.97203654,20.85769611
1,Deaths,44634,High-middle SDI,717,Self-harm and interpersonal violence,3,Rate,1993,28.38041987,29.49121806,26.25975784
1,Deaths,44634,High-middle SDI,508,Chronic respiratory diseases,3,Rate,2020,39.08768653,43.45331817,34.00017954
1,Deaths,44635,High SDI,491,Cardiovascular diseases,3,Rate,1993,260.2195711,271.0587064,236.1262973
1,Deaths,44635,High SDI,626,Musculoskeletal disorders,3,Rate,1993,1.87974799,1.945447075,1.747689198
1,Deaths,44635,High SDI,640,Other non-communicable diseases,3,Rate,1993,13.94671795,14.39917273,13.37148055
1,Deaths,44634,High-middle SDI,542,Neurological disorders,3,Rate,2020,33.53685646,75.9833775,14.47786553
1,Deaths,44634,High-middle SDI,558,Mental disorders,3,Rate,2020,0.002920778,0.003451589,0.002256244
1,Deaths,44635,High SDI,344,Neglected tropical diseases and malaria,3,Rate,1993,0.062281937,0.094127206,0.052204896
1,Deaths,44634,High-middle SDI,717,Self-harm and interpersonal violence,3,Rate,2020,10.79711881,11.62877187,10.1990418
1,Deaths,102,United States of America,688,Transport injuries,3,Rate,2000,17.05350647,17.23553956,16.80452898
1,Deaths,102,United States of America,955,HIV/AIDS and sexually transmitted infections,3,Rate,2020,1.551729746,1.555637722,1.547961808
1,Deaths,102,United States of America,956,Respiratory infections and tuberculosis,3,Rate,2020,87.53736892,90.31360649,84.60269113
1,Deaths,102,United States of America,957,Enteric infections,3,Rate,2020,1.455908149,1.564784147,1.263595877
1,Deaths,102,United States of America,961,Other infectious diseases,3,Rate,2020,1.403376866,1.452866393,1.321026118
1,Deaths,102,United States of America,962,Maternal and neonatal disorders,3,Rate,2020,6.134745853,6.337872526,5.836783545
1,Deaths,102,United States of America,973,Substance use disorders,3,Rate,2020,22.72960711,24.34259744,21.31213716
1,Deaths,102,United States of America,974,Diabetes and kidney diseases,3,Rate,2020,34.36580288,36.61504198,30.64475525
1,Deaths,44635,High SDI,653,Skin and subcutaneous diseases,3,Rate,1993,0.952810873,1.006136522,0.853896903
1,Deaths,44635,High SDI,688,Transport injuries,3,Rate,1993,16.95232538,17.28110011,16.62827184
1,Deaths,44635,High SDI,508,Chronic respiratory diseases,3,Rate,1993,31.82191024,33.03475757,29.53152633
1,Deaths,44634,High-middle SDI,491,Cardiovascular diseases,3,Rate,2010,346.7666615,361.4998125,321.5092812
1,Deaths,44634,High-middle SDI,688,Transport injuries,3,Rate,2020,12.00476165,13.17490083,10.9380312
1,Deaths,44634,High-middle SDI,696,Unintentional injuries,3,Rate,2020,16.89357923,18.73882953,14.57753612
1,Deaths,44635,High SDI,344,Neglected tropical diseases and malaria,3,Rate,2020,0.047209237,0.05243136,0.040446433
1,Deaths,44635,High SDI,973,Substance use disorders,3,Rate,1993,4.216019884,4.285307641,4.150005251
1,Deaths,44635,High SDI,974,Diabetes and kidney diseases,3,Rate,1993,22.8210184,23.70113569,21.03515258
1,Deaths,44635,High SDI,508,Chronic respiratory diseases,3,Rate,2020,24.25936302,25.61433353,21.632394
1,Deaths,44635,High SDI,526,Digestive diseases,3,Rate,1993,28.01912794,28.97715817,26.30601306
1,Deaths,44635,High SDI,696,Unintentional injuries,3,Rate,1993,17.70557417,18.25052082,16.73931396
1,Deaths,44639,Middle SDI,491,Cardiovascular diseases,3,Rate,1993,361.3368923,384.1126082,335.022607
1,Deaths,44639,Middle SDI,344,Neglected tropical diseases and malaria,3,Rate,1993,6.333805512,11.26624342,4.049130341
1,Deaths,102,United States of America,491,Cardiovascular diseases,3,Rate,2012,155.9355348,165.342286,137.0812543
1,Deaths,44639,Middle SDI,410,Neoplasms,3,Rate,1994,133.2224103,141.2203225,125.6823427
1,Deaths,44639,Middle SDI,558,Mental disorders,3,Rate,1994,0.000546029,0.000716494,0.000395721
1,Deaths,102,United States of America,508,Chronic respiratory diseases,3,Rate,2006,38.35158309,40.17030574,34.560999
1,Deaths,102,United States of America,653,Skin and subcutaneous diseases,3,Rate,2006,1.216194544,1.283608716,1.099964882
1,Deaths,44634,High-middle SDI,410,Neoplasms,3,Rate,2009,151.3678882,157.7278504,142.9096097
1,Deaths,44635,High SDI,526,Digestive diseases,3,Rate,2020,19.90512716,20.79792998,18.09097726
1,Deaths,44635,High SDI,696,Unintentional injuries,3,Rate,2020,13.94100567,14.6381915,12.70863784
1,Deaths,102,United States of America,526,Digestive diseases,3,Rate,2006,23.66733051,24.53643624,21.93436956
1,Deaths,102,United States of America,696,Unintentional injuries,3,Rate,2006,13.7419524,14.25558314,12.74028516
1,Deaths,44639,Middle SDI,526,Digestive diseases,3,Rate,1993,48.6308085,55.17139788,43.87171689
1,Deaths,102,United States of America,526,Digestive diseases,3,Rate,2010,23.39554513,24.31471219,21.58342006
1,Deaths,102,United States of America,696,Unintentional injuries,3,Rate,2010,13.61215184,14.20575263,12.44415279
1,Deaths,102,United States of America,344,Neglected tropical diseases and malaria,3,Rate,2011,0.064851713,0.068560395,0.059858397
1,Deaths,44635,High SDI,491,Cardiovascular diseases,3,Rate,2020,121.4572152,128.9816988,106.978753
1,Deaths,44635,High SDI,626,Musculoskeletal disorders,3,Rate,2020,1.442407571,1.536857259,1.276590877
1,Deaths,44635,High SDI,640,Other non-communicable diseases,3,Rate,2020,10.93696552,11.48860404,10.10564371
1,Deaths,44639,Middle SDI,344,Neglected tropical diseases and malaria,3,Rate,2020,3.695673853,5.678359073,2.173999922
1,Deaths,44639,Middle SDI,542,Neurological disorders,3,Rate,1993,30.94872105,70.96407423,13.08501483
1,Deaths,44639,Middle SDI,508,Chronic respiratory diseases,3,Rate,1993,132.7242061,143.4748956,117.7711985
1,Deaths,44639,Middle SDI,653,Skin and subcutaneous diseases,3,Rate,1993,1.515983246,1.730290913,1.340217627
1,Deaths,44639,Middle SDI,688,Transport injuries,3,Rate,1993,25.85777378,27.11849926,24.68195175
1,Deaths,44639,Middle SDI,526,Digestive diseases,3,Rate,2020,28.79030952,31.24397794,26.27293969
1,Deaths,44639,Middle SDI,696,Unintentional injuries,3,Rate,1993,38.11568923,40.47871484,35.38007062
1,Deaths,44639,Middle SDI,717,Self-harm and interpersonal violence,3,Rate,1993,25.07469829,26.74266837,20.5451337
1,Deaths,102,United States of America,344,Neglected tropical diseases and malaria,3,Rate,2012,0.072386392,0.076345686,0.066706843
